model,dataset,seed,prediction_change_pct,accuracy_gain_pp
rf,elec2,3,1.0,1.0000000000000009
rf,elec2,3,2.0,-0.9999999999999898
rf,elec2,3,1.0,1.0000000000000009
rf,elec2,3,0.0,0.0
rf,elec2,3,0.8620689655172413,0.8620689655172487
rf,elec2,3,0.0,0.0
rf,elec2,3,5.208333333333334,-3.125
rf,elec2,3,3.5000000000000004,0.5000000000000004
rf,elec2,3,0.0,0.0
rf,elec2,3,2.564102564102564,2.564102564102566
rf,elec2,3,2.2222222222222223,2.2222222222222197
rf,elec2,3,1.7241379310344827,1.7241379310344862
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.819672131147541,0.8196721311475419
rf,elec2,3,0.0,0.0
rf,elec2,3,2.2222222222222223,2.2222222222222254
rf,elec2,3,0.0,0.0
rf,elec2,3,0.5988023952095809,-0.5988023952095745
rf,elec2,3,6.666666666666667,6.666666666666668
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,1.5,-1.5000000000000013
rf,elec2,3,0.5,0.5000000000000004
rf,elec2,3,1.4084507042253522,-1.4084507042253502
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,1.7241379310344827,-1.7241379310344862
rf,elec2,3,0.9708737864077669,-0.9708737864077666
rf,elec2,3,0.0,0.0
rf,elec2,3,0.7407407407407408,-0.7407407407407418
rf,elec2,3,2.8169014084507045,2.8169014084507005
rf,elec2,3,1.4084507042253522,1.4084507042253502
rf,elec2,3,1.834862385321101,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,1.5625,1.5625
rf,elec2,3,2.564102564102564,2.564102564102566
rf,elec2,3,2.564102564102564,2.564102564102566
rf,elec2,3,2.2222222222222223,2.2222222222222254
rf,elec2,3,2.2222222222222223,-2.2222222222222143
rf,elec2,3,0.0,0.0
rf,elec2,3,1.1111111111111112,1.1111111111111127
rf,elec2,3,0.0,0.0
rf,elec2,3,4.444444444444445,4.444444444444439
rf,elec2,3,1.7241379310344827,1.7241379310344862
rf,elec2,3,0.0,0.0
rf,elec2,3,1.7241379310344827,1.7241379310344862
rf,elec2,3,0.0,0.0
rf,elec2,3,1.7241379310344827,1.724137931034475
rf,elec2,3,0.7407407407407408,0.7407407407407418
rf,elec2,3,1.1560693641618496,1.1560693641618491
rf,elec2,3,1.639344262295082,1.6393442622950838
rf,elec2,3,1.0,1.0000000000000009
rf,elec2,3,3.125,3.125
rf,elec2,3,0.0,0.0
rf,elec2,3,1.4084507042253522,-1.4084507042253502
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,0.0,0.0
rf,elec2,3,3.125,-3.125
rf,elec2,4,1.1976047904191618,-1.19760479041916
rf,elec2,4,3.8461538461538463,3.8461538461538436
rf,elec2,4,3.125,1.8749999999999933
rf,elec2,4,0.0,0.0
rf,elec2,4,8.982035928143713,6.586826347305386
rf,elec2,4,1.5,1.5000000000000013
rf,elec2,4,2.8169014084507045,2.8169014084507005
rf,elec2,4,1.0,1.0000000000000009
rf,elec2,4,1.5625,1.5625
rf,elec2,4,0.7092198581560284,-0.7092198581560294
rf,elec2,4,2.5,2.500000000000002
rf,elec2,4,1.1111111111111112,1.1111111111111072
rf,elec2,4,2.8169014084507045,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,1.1560693641618496,0.0
rf,elec2,4,5.128205128205128,5.128205128205121
rf,elec2,4,0.0,0.0
rf,elec2,4,1.7241379310344827,1.724137931034475
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,1.5625,1.5625
rf,elec2,4,1.1904761904761905,1.1904761904761862
rf,elec2,4,1.9230769230769231,1.9230769230769162
rf,elec2,4,0.0,0.0
rf,elec2,4,0.5988023952095809,-0.5988023952095745
rf,elec2,4,2.2222222222222223,2.2222222222222254
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,2.0,-2.0000000000000018
rf,elec2,4,0.0,0.0
rf,elec2,4,2.564102564102564,-2.564102564102566
rf,elec2,4,0.5376344086021506,0.5376344086021501
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,1.9417475728155338,-1.9417475728155331
rf,elec2,4,0.0,0.0
rf,elec2,4,0.78125,-0.78125
rf,elec2,4,2.912621359223301,2.9126213592232997
rf,elec2,4,1.4084507042253522,-1.4084507042253502
rf,elec2,4,1.1904761904761905,1.1904761904761862
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,2.2222222222222223,2.2222222222222143
rf,elec2,4,5.0,-2.777777777777779
rf,elec2,4,0.7407407407407408,-0.7407407407407418
rf,elec2,4,3.8461538461538463,3.8461538461538547
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.5,0.5000000000000004
rf,elec2,4,0.0,0.0
rf,elec2,4,4.25531914893617,4.255319148936176
rf,elec2,4,4.0,1.0000000000000009
rf,elec2,4,6.896551724137931,6.896551724137934
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,4.444444444444445,-2.2222222222222254
rf,elec2,4,2.8169014084507045,-2.8169014084507116
rf,elec2,4,0.78125,0.78125
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,elec2,4,0.0,0.0
rf,covtype,0,3.5000000000000004,-0.05477388654959725
rf,covtype,0,1.0,-0.73260073260073
rf,covtype,0,0.5,0.0
rf,covtype,0,2.0,2.5322128851540393
rf,covtype,0,2.5,1.1737089201877993
rf,covtype,0,0.0,0.0
rf,covtype,0,3.125,9.999999999999998
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,2.564102564102564,-1.3888888888889062
rf,covtype,0,0.0,0.0
rf,covtype,0,6.25,4.0000000000000036
rf,covtype,0,0.0,0.0
rf,covtype,0,2.2222222222222223,-11.111111111111116
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
rf,covtype,0,0.0,0.0
